EPAREGION	Site Name	State	County	NTL	PTL	MMI_WSABEST		
REGION__9	CHARITY VALLEY CREEK	CALIFORNIA	ALPINE	51	10	55.54397385		
REGION__9	REVOLON SLOUGH	CALIFORNIA	VENTURA	48219	41	17.48586563		
REGION__9	FULLER MILL CREEK	CALIFORNIA	RIVERSIDE	145	23	25.75468744		
REGION__9	SWEET WATER RIVER	CALIFORNIA	SAN DIEGO	141	12	40.08597931		
REGION__9	BEAR CREEK	CALIFORNIA	SAN BERNARDINO	348	11	38.99451628		
REGION__9	DEER CREEK	CALIFORNIA	SAN BERNARDINO	119	21	61.92999166		
REGION__9	ALAMO PINTADO	CALIFORNIA	SANTA BARBARA	154	192	79.92031446		
REGION__9	SANTA YSABEL CREEK	CALIFORNIA	SAN DIEGO	141	30	20.34793277		
REGION__9	BOUQUET CANYON CREEK	CALIFORNIA	LOS ANGELES	226	24	19.86801195		
REGION__9	SANTA PAULA CREEK	CALIFORNIA	VENTURA	110	31	56.88665652		
REGION__9	NORTH FORK TUOLOWNE RIVER	CALIFORNIA	TUOLUMNE	171	23	50.8201564		
REGION__9	BURNEY CREEK	CALIFORNIA	SHASTA	48	12	74.78022018		
REGION__9	SANTA PAULA CREEK	CALIFORNIA	VENTURA	141	12	63.92704411		
REGION__9	LITTLE DRY CREEK	CALIFORNIA	BUTTE	1433	36	65.67467457		
REGION__9	SAN LEANDRO CREEK	CALIFORNIA	ALAMEDA	7400	41	11.37107123		
REGION__9	BUTTE CREEK	CALIFORNIA	HUMBOLDT	15	4	26.63992036		
REGION__9	WAGON CREEK	CALIFORNIA	SISKIYOU	44	1	80.24016607		
REGION__9	BUTTE CREEK	CALIFORNIA	SISKIYOU	64	25	38.85975002		
REGION__9	HILTON CREEK	CALIFORNIA	MONO	105	3	64.51483115		
REGION__9	PIUTE CREEK	CALIFORNIA	LASSEN	63	31	29.46370382		
REGION__9	SOPIAGO CREEK	CALIFORNIA	EL DORADO	81	9	49.67179117		
REGION__9	BUCKHORN CREEK	CALIFORNIA	SISKIYOU	40	28	54.71165445		
REGION__9	TULE RIVER	CALIFORNIA	TULARE	308	86	30.32234224		
REGION__9	NORTH FORK STONY CREEK	CALIFORNIA	GLENN	88	3	69.45651287		
REGION__9	BROWNS CREEK	CALIFORNIA	TRINITY	94	6	68.10132247		
REGION__9	WEST FORK SAN GABRIEL RIVER	CALIFORNIA	LOS ANGELES	81	3	40.76023543		
REGION__9	COCHE CREEK	CALIFORNIA	SANTA BARBARA	175	2	42.43802825		
REGION__9	COLD STREAM	CALIFORNIA	SAN DIEGO	130	15	33.49403228		
REGION__9	UNNAMED CREEK	CALIFORNIA	SANTA BARBARA	12150	265	2.836134454		
REGION__9	EAST FORK BARTON CREEK	CALIFORNIA	SAN BERNARDINO	74	9	12.36846619		
REGION__9	HERKEY CREEK	CALIFORNIA	RIVERSIDE	131	7	28.62806873		
REGION__9	PIRU CREEK	CALIFORNIA	VENTURA	84	3	13.95579613		
REGION__9	SANTA CRUZ CREEK	CALIFORNIA	SANTA BARBARA	48	3	65.87566753		
REGION__9	WEST FORK SAN LUIS REY	CALIFORNIA	SAN DIEGO	209	34	27.82423472		
REGION__9	COYOTE CREEK	CALIFORNIA	VENTURA	89	2	47.00207623		
REGION__9	PLUNGE CREEK	CALIFORNIA	SAN BERNARDINO	3720	568	33.06170322		
REGION__9	HOWARD CREEK	CALIFORNIA	VENTURA	1641	40	50.52864719		
REGION__9	HOIL CREEK	CALIFORNIA	MENDOCINO	159	9	52.45060466		
REGION__9	COPPER CREEK	CALIFORNIA	SISKIYOU	53	2	64.5555893		
REGION__9	WEAVER CREEK	CALIFORNIA	TRINITY	318	11	50.31030255		
REGION__9	EEL RIVER	CALIFORNIA	MENDOCINO	113	8	33.50060244		
REGION__9	MUMBO CREEK	CALIFORNIA	TRINITY	98	1	67.9382051		
REGION__9	VAN DUZEN RIVER	CALIFORNIA	HUMBOLDT	38	1	40.0923758		
REGION__9	CORRAL CREEK	CALIFORNIA	TRINITY	93	14	74.08752008		
REGION__9	MUD CREEK	CALIFORNIA	MENDOCINO	45	14	67.31865511		
REGION__9	SHOVEL CREEK	CALIFORNIA	SISKIYOU	576	20	50.97460651		
REGION__9	NOLAN CREEK	CALIFORNIA	SONOMA	349	59	55.09626222		
REGION__9	MIDDLE FORK EEL RIVER	CALIFORNIA	MENDOCINO	46	2	29.50241976		
REGION__9	LITTLE FRESH WATER CREEK	CALIFORNIA	HUMBOLDT	98	45	46.20048674		
REGION__9	BROWNS CREEK	CALIFORNIA	TRINITY	26	14	77.55835671		
REGION__9	SQUAW CREEK	CALIFORNIA	HUMBOLDT	56	38	73.77077624		
REGION__9	SEIAD CREEK	CALIFORNIA	SISKIYOU	180	10	65.26680323		
REGION__9	LONG VALLEY CREEK	CALIFORNIA	MONO	104	37	74.59993854		
REGION__9	SOUTH FORK SLATE CREEK	CALIFORNIA	SHASTA	80	4	83.2735125		
REGION__9	ANDREAS CREEK	CALIFORNIA	RIVERSIDE	60	2	48.05378973		
REGION__9	LAFAYETTE CREEK	CALIFORNIA	CONTRA COSTA	580	277	32.16690537		
REGION__9	LITTLE ARTHUR CREEK	CALIFORNIA	SANTA CLARA	221	4	80.14559941		
REGION__9	ONEIL CREEK	CALIFORNIA	CALAVERAS	129	14	44.3940289		
REGION__9	DE LUZ CREEK TRIB.	CALIFORNIA	SAN DIEGO	7244	3	8.524183007		
REGION__9	PIRU CREEK	CALIFORNIA	VENTURA	228	5	26.69458924		
REGION__9	BEAR CREEK	CALIFORNIA	SAN BERNARDINO	180	8	58.71346606		
REGION__9	BIG TUJUNGA CANYON	CALIFORNIA	LOS ANGELES	364	9	27.63808989		
REGION__9	NOJOQUI CREEK	CALIFORNIA	SANTA BARBARA	718	2	50.53680539		
REGION__9	SHUMAN CREEK	CALIFORNIA	SANTA BARBARA	1271	1393	26.82603196		
REGION__9	WEST FORK SAN LUIS REY	CALIFORNIA	SAN DIEGO	279	27	6.957359126		
REGION__9	SESPE CREEK	CALIFORNIA	VENTURA	83	4	35.91299375		
REGION__9	SMITH CREEK	CALIFORNIA	SANTA CLARA	110	13	83.23516441		
REGION__9	OLD COW CREEK	CALIFORNIA	SHASTA	98	1	58.63641183		
REGION__9	SANTA ANA RIVER	CALIFORNIA	RIVERSIDE	7744	994	42.49488172		
REGION__9	WEST FORK CARSON RIVER	CALIFORNIA	ALPINE	55	2	61.76663153		
REGION__9	YREKA CREEK	CALIFORNIA	SISKIYOU	1539	349	25.02479594		
REGION__9	MONACHE CREEK	CALIFORNIA	TULARE	59	10	34.29287157		
REGION__9	LITTLE PINE CREEK	CALIFORNIA	HUMBOLDT	181	13	79.19874938		
REGION__9	BARTON CREEK	CALIFORNIA	SAN BERNARDINO	288	2	64.69049139		
REGION__9	MILL CREEK	CALIFORNIA	SAN BERNARDINO	226	4	31.86440912		
REGION__9	VIEJAS CREEK	CALIFORNIA	SAN DIEGO	174	21	26.40668853		
REGION__9	SANTA YSABEL CREEK	CALIFORNIA	SAN DIEGO	193	20	12.99022272		
REGION__9	MIDDLE FORK LYTLE CREEK	CALIFORNIA	SAN BERNARDINO	179	12	43.40360247		
REGION__9	ELIZABETH CANYON	CALIFORNIA	LOS ANGELES	124	16	52.41963956		
REGION__9	LOCKWOOD CREEK	CALIFORNIA	VENTURA	1639	12	20.00819979		
REGION__9	SISQUOC RIVER	CALIFORNIA	SANTA BARBARA	90	10	44.72394845		
REGION__9	TRIB TO SANTA ANA RIVER	CALIFORNIA	RIVERSIDE	8525	2165	32.61589263		
REGION__9	SISQUOC RIVER	CALIFORNIA	SANTA BARBARA	24	2	72.46845133		
REGION__9	CITY CREEK	CALIFORNIA	SAN BERNARDINO	418	15	37.5612859		
REGION__9	KELLY CREEK	CALIFORNIA	SANTA BARBARA	179	17	74.51396516		
REGION__9	MARK WEST CREEK	CALIFORNIA	SONOMA	296	65	19.96517785		
REGION__9	COLD CREEK	CALIFORNIA	GLENN	60	7	82.8532034		
REGION__9	NORTH FORK MILL CREEK	CALIFORNIA	HUMBOLDT	439	21	33.06644285		
REGION__9	BEAR CREEK	CALIFORNIA	TRINITY	43	4	70.58256832		
REGION__9	WEST FORK VAN DUZEN RIVER	CALIFORNIA	TRINITY	99	12	48.80530131		
REGION__9	TRIB TO VAN DUZEN	CALIFORNIA	HUMBOLDT	216	82	60.44705551		
REGION__9	WEST FORK PECWAN CREEK	CALIFORNIA	HUMBOLDT	90	5	40.5853149		
REGION__9	READING CREEK	CALIFORNIA	TRINITY	80	12	70.82461486		
REGION__9	SHOLES CREEK	CALIFORNIA	HUMBOLDT	108	17	64.49847632		
REGION__9	LITTLE HUMBUG CREEK	CALIFORNIA	SISKIYOU	126	59	41.88908507		
REGION__9	SKELETON CREEK	CALIFORNIA	LAKE	33	5	61.23284625		
REGION__9	MILL CREEK	CALIFORNIA	HUMBOLDT	96	8	82.68938673		
REGION__9	SUGAR CREEK	CALIFORNIA	SISKIYOU	73	4	56.3419482		
REGION__9	COTTONWOOD CREEK	CALIFORNIA	GLENN	96	6	13.88682606		
REGION__9	NORTH FORK YAGER CREEK	CALIFORNIA	HUMBOLDT	76	4	54.56568704		
REGION__9	WEST FORK SPROUL CREEK	CALIFORNIA	HUMBOLDT	38	38	54.70443416		
REGION__9	EAST FORK COFFEE CREEK	CALIFORNIA	TRINITY	75	3	60.43901176		
REGION__9	MAPLE CREEK	CALIFORNIA	HUMBOLDT	244	9	69.68233881		
REGION__9	SOUTH FORK SALMON RIVER	CALIFORNIA	SISKIYOU	100	1	81.14781679		
REGION__9	BROCK CREEK	CALIFORNIA	HUMBOLDT	66	11	67.04873992		
REGION__9	SCOTT CREEK	CALIFORNIA	SANTA CRUZ	134	52	51.97895995		
REGION__9	SQUAW VALLEY CREEK	CALIFORNIA	SHASTA	82	12	67.4345613		
REGION__9	CACHUMA CREEK	CALIFORNIA	SANTA BARBARA	278	25	50.62842999		
REGION__9	MARIPOSA CREEK	CALIFORNIA	MARIPOSA	706	796	16.63569334		
REGION__9	CORNER CREEK	CALIFORNIA	HUMBOLDT	73	86	23.8367232		
REGION__9	SOUTH FORK WINCHUCK RIVER	CALIFORNIA	DEL NORTE	349	6	65.72328764		
REGION__9	ESCONDIDO CREEK	CALIFORNIA	SAN DIEGO	8756	57	16.69888572		
REGION__9	EAST TWIN CREEK	CALIFORNIA	SAN BERNARDINO	209	13	40.34950084		
REGION__9	ESCONDIDO CREEK	CALIFORNIA	SAN DIEGO	8063	35	13.77521626		
REGION__9	SOUTH FORK SANTA ANA RIVER	CALIFORNIA	SAN BERNARDINO	41	6	15.94019117		
REGION__9	MIDDLE FORK MILL CREEK	NEVADA	LANDER	353	106	67.12147465		
REGION__9	BUTLER CREEK	NEVADA	NYE	773	179	38.04443425		
REGION__9	BOB CREEK	NEVADA	EUREKA	764	266	19.46044415		
REGION__9	MEADOW VALLEY WASH	NEVADA	LINCOLN	704	237	9.872431078		
REGION__9	CAMP CREEK	NEVADA	ELKO	91	7	62.44862814		
REGION__9	SECRET CREEK	NEVADA	ELKO	194	40	41.6225229		
REGION__9	WALKER RIVER	NEVADA	LYON	423	99	49.38275246		
REGION__9	CHERRY CREEK	NEVADA	WASHOE	271	26	44.80224977		
REGION__9	NORTH FORK HUMBOLDT RIVER	NEVADA	ELKO	1898	25	68.34889948		
REGION__9	HUNTINGTON CREEK	NEVADA	ELKO	501	76	56.04041652		
REGION__9	CLOVER CREEK	NEVADA	LINCOLN	575	50	35.68502668		
REGION__9	TAILINGS CREEK	NEVADA	WHITE PINE	1729	5	25.23726171		
REGION__9	SLUMGULLION CREEK	NEVADA	HUMBOLDT	525	149	36.39471928		
REGION__9	BULL CAMP CREEK	NEVADA	ELKO	464	32	57.59520222		
REGION__9	INDIAN CREEK	NEVADA	LANDER	123	77	44.0886719		
REGION__9	SAVORY CREEK	NEVADA	NYE	285	33	14.4295778		
REGION__9	LITTLE ALDER CREEK	NEVADA	HUMBOLDT	228	38	72.68516409		
REGION__9	NORTH FORK HUMBOLDT RIVER	NEVADA	ELKO	836	52	32.84547011		
REGION__9	ROCK CREEK	NEVADA	HUMBOLDT	246	114	30.28238325		
REGION__9	WILSON CREEK	NEVADA	LINCOLN	576	33	32.2095794		
REGION__9	JAKES CREEK	NEVADA	ELKO	366	76	31.61677592		
REGION__9	KINGSTON CREEK	NEVADA	LANDER	234	22	32.60558871		
REGION__9	TRIB TO BERRY CREEK	NEVADA	WHITE PINE	210	20	63.38922115		
REGION__9	DONNELLY CREEK	NEVADA	HUMBOLDT	359	26	37.78101397		
REGION__9	BIRCH CREEK	NEVADA	LANDER	171	49	49.14452989		
REGION__9	DUCK CREEK	NEVADA	WHITE PINE	575	13	8.1232493		
REGION__9	SCHACK CREEK	NEVADA	ELKO	623	18	68.5780796		
REGION__9	REED CREEK	NEVADA	ELKO	127	8	52.97477421		
REGION__9	NORTH CATNIP CREEK	NEVADA	WASHOE	1798	18	17.73016888		
REGION__9	HOT CREEK	NEVADA	ELKO	364	37	16.09813058		
REGION__9	NORTH FORK BATTLE CREEK TRIBUTARY	NEVADA	HUMBOLDT	54	34	40.60581041		
REGION__9	TROUT CREEK	NEVADA	ELKO	246	78	65.60879409		
REGION__9	NORTH FORK SILVER CREEK	NEVADA	LANDER	553	3	50.63140883		
REGION__9	HERRIN SLOUGH	NEVADA	HUMBOLDT	639	86	34.07527691		
REGION__9	HUNTINGTON CREEK	NEVADA	ELKO	516	21	32.10221618		
REGION__9	TROUT CREEK	NEVADA	ELKO	155	12	66.99472213		
REGION__9	SUNNYSIDE CREEK	NEVADA	NYE	978	10	37.29416318		
REGION__9	SNOW CANYON	NEVADA	ELKO	450	28	63.85969358		
REGION__9	POLE CREEK	NEVADA	ELKO	253	46	54.81416511		
REGION__9	TRIB. TO THOUSAND SPRINGS CREEK	NEVADA	ELKO	1402	259	7.718746404		
REGION__9	CARSON RIVER	NEVADA	CARSON CITY	486	224	34.03204613		
REGION__9	BOULDER CREEK	NEVADA	ELKO	168	79	31.81023648		
REGION__9	MEADOW CREEK	NEVADA	ELKO	118	6	47.68348584		
REGION__9	CHERRY CREEK	NEVADA	NYE	225	2	9.981670264		
REGION__9	COTTONWOOD CREEK	NEVADA	WASHOE	505	145	51.59538907		
REGION__9	MIDDLE FORK WILLOW CREEK	NEVADA	ELKO	73	2	42.6070887		
REGION__9	RABBIT CREEK	NEVADA	ELKO	64	3	83.05747528		
REGION__9	BIG SAW MILL CREEK	NEVADA	NYE	76	13	60.02683866		
REGION__9	WINTERS CREEK	NEVADA	ELKO	1089	149	35.08721484		
REGION__9	HUMBOLDT RIVER	NEVADA	EUREKA	335	11	58.74014092		
REGION_10	GROUSE CREEK	OREGON	JACKSON	50	21	89.07033587		
REGION_10	WEST FORK PAPOOSE	IDAHO	IDAHO	213	1	66.90981795		
REGION_10	GRIMES CREEK	IDAHO	BOISE	49	7	79.15395329		
REGION_10	NNT LONG MEADOWS CREEK	IDAHO	LATAH	79	14	36.68962909		
REGION_10	LITTLE NORTH FORK COEUR D'ALENE RIVER	IDAHO	KOOTENAI	39	1	73.15887455		
REGION_10	BADGER CREEK	IDAHO	ELMORE	139	5	67.95606851		
REGION_10	RATTLE CREEK	IDAHO	BONNER	399	1	58.42913003		
REGION_10	LITTLE SMOKEY CREEK	IDAHO	CAMAS	69	6	42.50265426		
REGION_10	DITCH CREEK	IDAHO	LEMHI	59	10	65.53346388		
REGION_10	WEST BROWNLEE CREEK	IDAHO	WASHINGTON	214	19	80.09783885		
REGION_10	WILLIAMS CREEK	IDAHO	IDAHO	81	11	77.85202597		
REGION_10	WEST FORK HAYDEN	IDAHO	LEMHI	68	17	86.75874215		
REGION_10	MADISON CREEK	IDAHO	ELMORE	98	14	34.78715847		
REGION_10	LITTLE CREEK	IDAHO	ADAMS	185	49	58.41501104		
REGION_10	DIVIDE CREEK	IDAHO	IDAHO	254	67	72.76630126		
REGION_10	MACKS CREEK	IDAHO	OWYHEE	344	84	33.157161		
REGION_10	LOOKOUT CREEK	IDAHO	CLEARWATER	38	1	63.19482274		
REGION_10	BIG HAT CREEK	IDAHO	LEMHI	141	88	44.40204914		
REGION_10	RUNNING CREEK	IDAHO	IDAHO	54	4	84.71026395		
REGION_10	TRAIL CREEK	IDAHO	CARIBOU	166	34	17.11417236		
REGION_10	SHOVEL CREEK	IDAHO	LEMHI	64	5	50.89913752		
REGION_10	OROGRANDE CREEK	IDAHO	CLEARWATER	128	9	57.831641		
REGION_10	LITTLE LOST RIVER	IDAHO	BUTTE	119	25	61.96994095		
REGION_10	FISHER CREEK	IDAHO	VALLEY	76	1	65.05306211		
REGION_10	BERG CREEK	IDAHO	IDAHO	78	23	52.79487189		
REGION_10	LION CREEK	IDAHO	BOUNDARY	99	2	47.03627775		
REGION_10	THOMPSON CREEK	IDAHO	BLAINE	55	12	8.726164608		
REGION_10	BREAKFAST CREEK	IDAHO	CLEARWATER	99	5	55.09975751		
REGION_10	NORTH CREEK	IDAHO	BEAR LAKE	179	25	54.43853932		
REGION_10	EAST CAMAS CREEK	IDAHO	CLARK	83	39	57.80344063		
REGION_10	WAPITI CREEK	IDAHO	BOISE	94	2	51.577115		
REGION_10	LAPWAI CREEK	IDAHO	NEZ PERCE	767	113	62.17500422		
REGION_10	HANGMAN CREEK	IDAHO	BENEWAH	148	39	26.22195104		
REGION_10	MIKE SPENCER CANYON CREEK	IDAHO	BONNEVILLE	84	38	49.79194242		
REGION_10	YANKEE FORK	IDAHO	CUSTER	66	49	51.74834689		
REGION_10	NORTH FORK OF REEDS CREEK	IDAHO	CLEARWATER	136	29	54.45132696		
REGION_10	WEST FORK POTLATCH RIVER	IDAHO	LATAH	151	32	30.36310808		
REGION_10	SOUTH FORK TOPENCE CREEK	IDAHO	CARIBOU	138	11	56.67210841		
REGION_10	PROSPECTOR CREEK	IDAHO	SHOSHONE	89	3	46.52733342		
REGION_10	NNT TO NORTH FORK GOLD RIVER	IDAHO	VALLEY	121	21	69.88232311		
REGION_10	AMERICAN RIVER	IDAHO	IDAHO	144	16	56.94158276		
REGION_10	FLAT CREEK	IDAHO	OWYHEE	221	32	60.02491083		
REGION_10	PAHSIMEROI RIVER	IDAHO	CUSTER	104	3	48.42324728		
REGION_10	RATTLESNAKE CREEK	IDAHO	VALLEY	83	19	63.1631208		
REGION_10	SECOND CREEK	IDAHO	ONEIDA	319	76	64.03287269		
REGION_10	BEAR CREEK	OREGON	LANE	55	2	48.60696594		
REGION_10	ROCK CREEK	OREGON	COLUMBIA	153	12	62.92878286		
REGION_10	MINK CREEK	OREGON	COOS	250	9	65.7173976		
REGION_10	MUDDY CREEK	OREGON	LAKE	66	19	55.9474033		
REGION_10	LITTLE ZIGZAG CANYON	OREGON	CLACKAMAS	11	35	16.66666667		
REGION_10	NORTH TRAIL CREEK	OREGON	GRANT	35	23	66.40103389		
REGION_10	SYCAN RIVER	OREGON	KLAMATH	703	45	8.140851058		
REGION_10	WF SILVER CREEK	OREGON	LAKE	53	31	41.49007417		
REGION_10	BROADY CREEK	OREGON	WALLOWA	166	76	61.9855781		
REGION_10	UPPER ROCK CREEK	OREGON	COOS	228	9	74.13312533		
REGION_10	BIG TROUT CREEK	OREGON	HARNEY	211	25	61.76729317		
REGION_10	DIXIE CREEK	OREGON	BAKER	520	88	41.85629056		
REGION_10	MILK CREEK	OREGON	WHEELER	85	48	55.34276375		
REGION_10	BUCK CREEK	OREGON	GRANT	250	26	53.1727448		
REGION_10	TRIB TO STRAWBERRY CREEK	OREGON	GRANT	25	34	21.61262584		
REGION_10	FLAT CREEK	OREGON	GRANT	105	5	22.36796196		
REGION_10	HIDAWAY CREEK	OREGON	UMATILLA	78	9	84.01693223		
REGION_10	ENNIS CREEK	OREGON	GRANT	348	53	15.44693858		
REGION_10	ROWE CREEK	OREGON	WHEELER	125	22	34.38429906		
REGION_10	NF DEER CREEK	OREGON	GRANT	141	5	11.4718364		
REGION_10	FROG CREEK TRIB.	OREGON	WASCO	74	4	45.36058624		
REGION_10	INDIAN CREEK	OREGON	GRANT	76	10	80.12189017		
REGION_10	CLEAR CREEK	OREGON	GRANT	39	37	60.17557662		
REGION_10	SUMMIT CREEK	OREGON	GRANT	424	37	22.34525513		
REGION_10	BEAVER CREEK	OREGON	WASCO	63	6	57.11226341		
REGION_10	THIRTY-MILE CREEK	OREGON	GILLIAM	339	100	75.04982268		
REGION_10	NORTH FORK REYNOLDS CREEK	OREGON	GRANT	35	39	52.03729257		
REGION_10	LOWER CLEAR CREEK	OREGON	GRANT	46	35	32.49225436		
REGION_10	TENMILE CREEK	OREGON	WASCO	164	63	74.26190455		
REGION_10	GRASSHOPPER CREEK	OREGON	GRANT	79	17	61.17597824		
REGION_10	CAMAS CREEK	OREGON	UMATILLA	191	13	45.49189882		
REGION_10	SPONGE CREEK	OREGON	GRANT	156	22	20.966125		
REGION_10	COTTONWOOD CREEK	OREGON	GRANT	260	7	55.12378042		
REGION_10	TINCUP CREEK	OREGON	MARION	55	3	83.95033296		
REGION_10	CULP CREEK	OREGON	LANE	120	23	63.25164938		
REGION_10	MCCLURE CREEK	OREGON	CLATSOP	535	6	66.31775606		
REGION_10	HINTON CREEK	OREGON	MORROW	1096	227	27.7342226		
REGION_10	AVERY CREEK	OREGON	LAKE	133	153	8.366277834		
REGION_10	CHEHELEM CREEK TRIBUTARY	OREGON	YAMHILL	275	25	9.55750622		
REGION_10	DRY CREEK	OREGON	WALLOWA	314	7	37.47356249		
REGION_10	THREE CREEK	OREGON	DESCHUTES	55	5	77.3545445		
REGION_10	ROCK CREEK	OREGON	MORROW	259	58	12.04293507		
REGION_10	RUSH CREEK	OREGON	UMATILLA	115	16	64.72357214		
REGION_10	SUNSHINE CREEK	OREGON	GRANT	140	72	28.63514896		
REGION_10	RILEY CREEK	OREGON	GRANT	45	3	61.44607775		
REGION_10	BARLOW CREEK	OREGON	WASCO	66	7	70.55388169		
REGION_10	ELK CREEK	OREGON	GRANT	95	29	64.37372321		
REGION_10	SECOND CREEK	OREGON	GRANT	193	7	36.04947133		
REGION_10	ONION CREEK	OREGON	GRANT	41	11	23.54035088		
REGION_10	PINE CREEK	OREGON	GRANT	134	11	17.026997		
REGION_10	STRAWBERRY CREEK	OREGON	GRANT	459	73	69.21960057		
REGION_10	VINCENT CREEK	OREGON	GRANT	68	9	63.26858387		
REGION_10	DRIFT CREEK	OREGON	MARION	645	18	57.53945324		
REGION_10	HARLISS CREEK	OREGON	TILLAMOOK	744	9	47.95106971		
REGION_10	JOHNSON CREEK	OREGON	MORROW	156	14	58.54244275		
REGION_10	SAWMILL CREEK	OREGON	BAKER	219	75	50.98720517		
REGION_10	WIND CREEK	OREGON	DOUGLAS	346	32	12.55212309		
REGION_10	GRAVES CREEK	OREGON	GRANT	133	12	29.27295809		
REGION_10	BRIDGE CREEK	OREGON	WHEELER	134	19	35.77878699		
REGION_10	NORTH FORK CABLE CREEK	OREGON	UMATILLA	76	22	68.4248241		
REGION_10	BROWN CREEK	OREGON	WHEELER	190	39	45.3977166		
REGION_10	FOX CREEK	OREGON	GRANT	250	18	49.7714706		
REGION_10	BALDY CREEK	OREGON	GRANT	155	7	71.52022651		
REGION_10	STRAW FORK CREEK	OREGON	WHEELER	166	52	22.37042026		
REGION_10	MIDDLE FORK JOHN DAY RIVER	OREGON	GRANT	174	26	60.96014081		
REGION_10	DEER CREEK	OREGON	GRANT	135	4	53.62035212		
REGION_10	GATE CREEK	OREGON	WASCO	35	10	40.33517707		
REGION_10	BEEMAN CREEK	OREGON	GRANT	124	5	62.0616213		
REGION_10	NIAGARA CREEK NEAR NESTUCCA RIVER	OREGON	TILLAMOOK	259	18	43.72974303		
REGION_10	ROBA CREEK	OREGON	CROOK	292	20	10.57049888		
REGION_10	PYRAMID CREEK TRIBUTARY	OREGON	LINN	219	9	78.59439454		
REGION_10	SOUTH FORK MCKENZIE RIVER TRIBUTARY	OREGON	LANE	67	6	63.17417966		
REGION_10	SOUTH FORK DIXIE CREEK	OREGON	BAKER	527	40	50.17158861		
REGION_10	WEST FORK SMITH RIVER	OREGON	DOUGLAS	265	8	54.57851849		
REGION_10	NORTH MINAM RIVER	OREGON	WALLOWA	80	3	35.18658994		
REGION_10	CAMAS CREEK	OREGON	UMATILLA	211	15	62.81935225		
REGION_10	SLIDE CREEK	OREGON	GRANT	137	44	70.29669477		
REGION_10	CEDAR CREEK	OREGON	WASCO	24	9	48.39145657		
REGION_10	LONE ROCK CREEK	OREGON	GILLIAM	500	63	66.52537756		
REGION_10	BEAVER / OLIVE CREEK	OREGON	GRANT	37	9	45.74377401		
REGION_10	SOUTH FORK JOHN DAY RIVER	OREGON	GRANT	198	39	34.77031662		
REGION_10	BIG CREEK	OREGON	GRANT	68	4	51.45083747		
REGION_10	ALDER CREEK	OREGON	MORROW	148	17	43.87104429		
REGION_10	NORTH FORK WIND CREEK	OREGON	GRANT	108	27	48.18601492		
REGION_10	MARTIN CREEK	OREGON	GRANT	128	31	60.83904054		
REGION_10	MEADOW CREEK TRIBUTARY	OREGON	GRANT	73	18	24.75740459		
REGION_10	NESTUCCA RIVER TRIBUTARY	OREGON	TILLAMOOK	168	9	76.57591797		
REGION_10	NELSON CREEK	OREGON	WHEELER	102	5	35.55966053		
REGION_10	SIUSLAW RIVER	OREGON	LANE	209	23	49.10605801		
REGION_10	FISHHOLE CREEK	OREGON	KLAMATH	219	25	45.63030253		
REGION_10	EAST FORK EAGLE CREEK	OREGON	UNION	284	3	40.64691161		
REGION_10	ABBOT CREEK	OREGON	JEFFERSON	176	52	56.71343464		
REGION_10	WILLIAMS RIVER	OREGON	DOUGLAS	169	10	51.76223748		
REGION_10	WILLAMETTE RIVER COAST FORK TRIB	OREGON	LANE	141	19	63.99221376		
REGION_10	ROCK CREEK	OREGON	WHEELER	78	53	57.25339912		
REGION_10	HORSESHOE CREEK	OREGON	WHEELER	220	60	43.48877439		
REGION_10	ORIENTAL CREEK	OREGON	UMATILLA	84	82	54.25376721		
REGION_10	LITTLE BADGER CREEK	OREGON	WASCO	166	22	39.2097046		
REGION_10	BUTTE CREEK	OREGON	WHEELER	333	66	5.380154932		
REGION_10	BULL RUN CREEK	OREGON	GRANT	76	7	45.07548305		
REGION_10	DITCH CREEK	OREGON	MORROW	237	11	47.98149597		
REGION_10	BLACK CANYON CREEK	OREGON	GRANT	187	50	58.08023526		
REGION_10	JOHNNY CREEK	OREGON	GRANT	625	54	11.90476191		
REGION_10	POTAMUS CREEK	OREGON	MORROW	132	17	57.49631732		
REGION_10	UPPER LAND CREEK	OREGON	COOS	128	4	62.98855453		
REGION_10	WINSLOW CREEK	OREGON	CLACKAMAS	147	2	76.80932358		
REGION_10	FIVEMILE CREEK	OREGON	UMATILLA	354	30	61.12919763		
REGION_10	BOLOGNA CREEK	OREGON	GRANT	174	77	5.138328437		
REGION_10	JACKASS CREEK	OREGON	GRANT	171	50	37.68287776		
REGION_10	CANYON CREEK EAST FORK	OREGON	GRANT	93	65	73.79758921		
REGION_10	GRANITE CREEK	OREGON	GRANT	126	15	69.81078564		
REGION_10	CAMP CREEK	OREGON	GRANT	351	67	65.08831561		
REGION_10	SUTTLE CAMP CREEK	OREGON	LINN	53	10	90.12828712		
REGION_10	ROUGH CREEK	OREGON	DOUGLAS	56	17	69.88491213		
REGION_10	GOODMAN CREEK	OREGON	LANE	158	29	63.6987569		
REGION_10	FISH CREEK	OREGON	HARNEY	290	21	75.04199201		
REGION_10	MURDERERS CREEK	OREGON	GRANT	73	3	51.61547879		
REGION_10	BRUSH CREEK	WASHINGTON	YAKIMA	33	18	68.7579708		
REGION_10	NORTH FORK WENAS CREEK	WASHINGTON	KITTITAS	163	32	63.14677268		
